AD_ID,AD_TARGETING_INTERESTS,AD_CLICKS,AD_IMPRESSIONS,AD_TEXT,TARGETTING_GROUP
2818,"The African History Network, Martin Luther King, Jr., Pan-Africanism, Melanin, Black Power, Fight the Power, Black history, Black Panther Party, My Black is Beautiful, Black History Month, African-American history, Black is beautiful, Malcolm X, Black (Color) or Black Girls Rock!, Behaviors: African American (US), Field of study: African- American history",43,822,"Come check out our page, Uniting Black people worldwide!",Black
2822,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",2011,14041,She is so amazing! Don't let anythign stop you.,Black
2823,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",80,461,But the Europeans will never agree to that!,Black
2825,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",79,562,Just think about it. Very powerful message.,Black
2830,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",1563,9510,Only in our country a Black man can be charged after he was attacked by the police officer! Video by: @[540176322666035:274:Police The Police],Black
2832,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",164,1008,"Shocking video was captured by the police officer body cam. On September 4, 2013, a student from the University of Central Florida Victoria King was pulled over by officer Timothy Isaacs for a bad tail light. The situation escalated quickly when the police officer demanded King to roll down her window ""all the way"" to receive her ticket. When King refused, which by the way was a perfectly legal thing to do, the police officer broke out the car window and arrested her in a brutal way. Instead of simply citing her, the police officer demanded the woman to obey and threw her to the ground. When you're Black no violation is small enough. Every contact with the police ends brutally for Black people and nothing seems to change. Video source @[540176322666035:274:Police The Police]",Black
2833,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement(1954-68), African- American history, Malcolm X or Black (Color)",1047,10670,Boy solves Rubik's Cube with eyes closed while freestyling. This is what I call Black excellence! I bet the media wouldn't tell you about this genius!,Black
2834,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",303,4027,"Well, there was a reason. The kid was Black! Spread it! People have to know what's heppning, because media won't write about it.",Black
2836,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",1909,18265,"We have more in common than you may think. American politicians came to our country, made fortune destroying it, leaving families, lives and cities destroyed. This is how they do it when they need money. Syria grief is our grief too because we know what it's like to be in their place. Let's pray for people in Syria! Amen.",Black
2838,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement(1954-68), African- American history, Malcolm X or Black (Color)",51,432,What a great friendship!,Black
2839,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",1076,14925,"The war is horrible! The government is spending our money to kill innocent kids in the foreign country, but to do that they're cutting the budget and closing the schools! It's bad for everyone, so why do they do it? What do you think about #Syria war?",Black
2840,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",228,1718,"There is no such thing as justice for a Black man in this country. Even when a WHITE woman tries to protect her client, she is arrested. This is a clear statement.",Black
2841,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",777,8509,This is what happens when a white man wants to make money from your country. This should remind us all - never trust a white American man!,Black
2843,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",1919,21444,"In a recent interview, Barack Obama said that not bombing Syria ""required the most political courage"". He said that sending troops to Syria was a very difficult decision, but not bombing Syria was even harder to make. Obama was hated for not taking actions, but it's better for being hated for not killing innocent people that for starting a useless war. Though it was tough, Obama did a great job keeping away from the war that would take millions from the US budget and get innocent people killed. Unfortunately, the recent government didn't think twice, before they started bombing Syria. They will cut the support of Black families in the US to kill innocent kids in Syria. How did we come to this?!",Black
2849,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement(1954-68), African- American history, Malcolm X or Black (Color)",47,227,So beautiful and powerful! Never forget your roots!,Black
2852,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement(1954-68), African- American history, Malcolm X or Black (Color)",41,174,OMG she looks like their sister!,Black
2853,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement(1954-68), African- American history, Malcolm X or Black (Color)",22,172,Relationship goals!,Black
2854,"Martin Luther King, Jr., Black history. African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",8,134,"Somali-American model Halima Aden is breaking all the records and people mind's as she slaying her hijab on the runway and the beauty pageant. She became the first hijab-wearing model on IMG's books. Aden was born in a Kenyan refugee camp and move to America with her family when she was six- years-old. She came through a lot and became a star. proving the very simple statement ""If you want something; you can achieve it"". Her success is important not only because she overcame her past and became successful, but also because she is making the statement to all the haters in this country. Black girls can do anything!",Black
2855,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Malcolm X or Black (Color)",0,0,WOW! He didn't let his vitiligo stop him! Repost,Black
2856,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",121,779,Rock your natural hair!,Black
2857,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",340,2325,"This girl will prove to everyone how great Black people are! You go, girl!",Black
2859,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Malcolm X or Black (Color)",38,1690,Kids learn by parents' example. Give them the good one! Repost from,Black
2860,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",0,0,"Finally, Black people are recognized in a Hollywood. By the way,""Get Out"" has now grossed over $100,000,000 while it took $4.5M to create.",Black
2861,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Malcolm X or Black (Color)",48,367,This is so right!,Black
2862,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement(1954-68), African- American history, Malcolm X or Black (Color)",258,1604,"It's a very strong photo. Powerful and sad at the same time. This Queen managed to stay alive and beautiful despite what happened to her. She's really an example to everyone. GUYS, LETS MAKE HER VIRAL!",Black
2863,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Malcolm X or Black (Color)",0,0,"Repost #YaraShahidi applied to Harvard, among other schools. She plans to double major in African American studies and sociology after a gap year.",Black
2864,"Martin Luther King. Jr. Black history. African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",0,0,"Did you know that?! People try to sabotage this truth, by saying it's a lie, but we all know that white people cannot just handle the fact that Black inventors did a huge contribution to the world's culture.",Black
2865,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",291,2591,"This is a huge victory for us! Harvard University is one of the best schools in the whole world and when a Black woman is becoming a president of Harvard Law Paper it's huge! Education for the Black people was never easy, starting slave period when Black people could be killed for reading a book, including today when thousands of kids cannot get the education because of their skin color and the prejudice of the teachers, and this girl is proving that times are changing. Recently Black women were called the most educated group of people in the US and years by, we can see that those women are starting to make changes. Here and there we hear the news about Black people holding the positions for the first time in history and trust me, it's just a beginning! We are so happy to see the whole nation waking up and realizing the importance of both hustle and education.",Black
2866,"Pan-Africanism, Melanin, Black Power, Black history, Black Panther Party, My Black is Beautiful, Black History Month, African-American history, Malcolm X, Black (Color), Black Girls Rock! or HuffPost Black Voices, Behaviors: African American (US)",84,1279,This page is dedicated to The MOVE. Join us to support this Organization!,Black
2871,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement(1954-68), African- American history, Malcolm X or Black (Color)",997,7289,"The darker the berry, the sweeter the juice. Like if you agree!",Black
2872,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",552,4020,Let's celebrate their succes together!,Black
2873,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Malcolm X or Black (Color)",888,7203,So proud of these young Kings! It's heartwarming to see images like this. Don't forget that educations were once a privilege that Black people didn't have. Our grandparents were fighting to have the chance to study. Don't waste this opportunity. It's never too late for the education.,Black
2874,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",0,0,"It's so unique and inventive. I guess, we can expect white girls trying to wear this pretty soon.",Black
2875,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",4,95,"Since when the celebration of the Black beauty is a racism?! What about all the white thing then? Looks like word ""racism"" doesn't exist if you're white!",Black
2876,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Malcolm X or Black (Color)",1551,12831,EVERYTHING was once a Black culture! Remember that.,Black
2877,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Malcolm X or Black (Color)",42,384,This little King is so cute but yet serious. Looks like a future Mr. President. Show him some love and support.,Black
2878,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement(1954-68), African- American history, Malcolm X or Black (Color)",0,0,"True! To be pretty a girl doesn't need to show her body. It's nothing wrong with being sexy and loving it, but we just have to forget that beauty is not about taking clothes off.",Black
2880,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",739,5830,Everyday gives us a chance for a fresh start. Forget about your past. Start fresh and achieve your dream!,Black
2881,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",97,599,Future innovators!,Black
2882,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",38,284,Hate is definitely what Black pride is about. But white pride is totally is.,Black
2883,"Martin Luther King, Jr., Black history, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Malcolm X or Black (Color)",17,94,Black babies are the best!,Black
2985,"Police Brutality is a Crime, Copwatch, Police misconduct, African- American Civil Rights Movement (1954-68), Black Consciousness Movement, Police brutality in the United States, Stop Police Brutality, Anti-discrimination or Cop Block",146,723,"On the video you see Brinkley Police Department Chief Edward Randle driving his car more than 100 miles per hour to the football game. He is pulled over by cops. They realize that they stopped their chief, so they just laughed together and let their chief go. According to THV11 ""since the officer did not announce the truck's license plate number into his radio, nobody else would know the chief had been pulled over."" Fortunately this guardian of order didn't kill anyone with his speeding car that day, but he probably will do it next time.",Black
2986,"Police Brutality is a Crime, Copwatch, Police misconduct, African- American Civil Rights Movement (1954-68), Black Consciousness Movement, Police brutality in the United States, Stop Police Brutality, Anti-discrimination or Cop Block",101,721,The man on the video knows his rights better than cops do. Police state failed in this case.,Black
2987,"Police Brutality is a Crime, Copwatch, Police misconduct, African- American Civil Rights Movement (1954-68), Black Consciousness Movement, Police brutality in the United States, Stop Police Brutality, Anti-discrimination or Cop Block",38,416,"Incredible battle: cop against his own logic and evidence. Such ""officers"" make only annoy people!",Black
2989,"Police Brutality is a Crime, Copwatch, Police misconduct, African- American Civil Rights Movement (1954-68), Black Consciousness Movement, Police brutality in the United States, Stop Police Brutality, Anti-discrimination or Cop Block",51,445,Once again it's legal to film the police. You don't have to be a journalist to do that. You don't need a special permission. It's your constitutional right! Here you can see what lesson was given to a cop who threatened man with jail for filming him. Film the Police! It's legal!,Black
2990,"Police Brutality is a Crime, Copwatch, Police misconduct, African- American Civil Rights Movement (1954-68), Black Consciousness Movement, Police brutality in the United States, Stop Police Brutality, Anti-discrimination or Cop Block",0,0,Here you can see guy was harassed for allegedly having a bottle of alcohol in his University dorm room. Pigs forced their way into the room without his consent and opened the fridge. When they didn't find alcohol (there was just ranch dressing) they threatened him with expelling from University. WTF?? This is what you get when you are going to get education in America.,Black
2993,"Police Brutality is a Crime, Copwatch, Police misconduct, African- American Civil Rights Movement (1954-68), Black Consciousness Movement, Police brutality in the United States, Stop Police Brutality, Anti-discrimination or Cop Block",0,0,"The man pulled over because cop thought that he ""parked weirdly"". The cop calls him ""tatted up gangster"" and claims that he is talking shit. Is it a proper behavior of public servant?",Black
2995,"Police Brutality is a Crime, Copwatch, Police misconduct, African- American Civil Rights Movement (1954-68), Black Consciousness Movement, Police brutality in the United States, Stop Police Brutality, Anti-discrimination or Cop Block",0,0,This 17-year-old girl refused to put away her lollipop and a bag of chips in the New York Metro. Food is prohibited in New York Metro. Cops decided not to take her food away. Look what they did instead of this. After the incident police didn't charge the girl with anything. It means they did it just for their own pleasure.,Black
3001,"Martin Luther King, Jr., Baptism, Black church, Jesus Daily or Gospel",0,0,Hallelujah! Ministering and uniting all Black congregations Worldwide. Join our non denominational group!,Black
3014,"Martin Luther King, Jr., God, Christian Church, Black Power, Baptism, Traditional black gospel, Christianity, Black church, Prayer, Afrocentrism, Black is beautiful, Bible, African Methodist Episcopal Church, Gospel, Faith, Worship or Black (Color)",29,1339,"Our aim, to make Christianity real for Blacks!",Black
3081,Black (Color) or Racism in the United States Interest expansion: On,0,1,Videoblog about social issues. Williams&Kalvin,Black
3103,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement or Malcolm X",1915,11039,And still playing teen role ... Repost from,Black
3104,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement or Malcolm X",1014,6094,"...and I'd choose you; in a hundred lifetimes, in a hundred worlds, in any version of reality, I'd find you and I'd choose you. Repost",Black
3105,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement or Malcolm X",485,2210,"The truth hurts, but we must face it. It's a sad fact, but the most of Black men regard women of other race romantic and beautiful. Believe me you, Black men, we got the most beautiful, romantic and attractive females under the sun. Value a Black woman and treat her like you'd treat other women of other races and you'll realize how of a Queen you have. #blackexcellence #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOfSelflsANationality #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African U n ification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence",Black
3108,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement or Malcolm X",1153,6836,"Do you want to see real friendship goals? Check out this graduation photo of a soon-to-be college grad with her ""Friends with Degrees"". Repost from",Black
3114,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement or Malcolm X",0,0,"I didn't agree with him until i heard the basis of his arguement! The Black struggle cannot be equated ... seriously speaking and not trying to discriminate. Black people simply wanted to be treated like humans, as simple as that! #PanAfricanism #BlackNationalism #BlackEmpowerment #AfricanEmpowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOfSelflsANationality #EconomicEmpowerment #lntegrationFailed #WhiteliesMatter #Education #AfricanUnification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence",Black
3115,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement or Malcolm X",64,557,"Kaepernick clearing the air and stressing on the fact that he spoke about Castro's Free Education/Free Universal Health Care initiations, and that he did not support his oppressive behavior, just like the false headlines been saying. Kaepernick answers to media",Black
3116,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement or Malcolm X",6867,65613,"Sometimes, it simply pays and feels comforting to know, that not everyone is comfortable with white supremacy bullsh*t. Richard Spencer, a 38-y-o white nationalist, known for promoting white supremacist views, according to Wikipedia, had a fair share of the bs. he likes to spread. I salute the bold stance of this brave melanated girl #melaninqueen #dope #beautiful #wakeup #wewillsurvive #organize #westandtogether #blacklivesmatter #unite4justice #black #melanin #blackisbeautiful #blacklivesmatter #blackgirlmagic #USA #blackandproud #democrat #republican #Africanamerican #unite4justice #breakingnews #goals #woke Richard Spencer wasn't expecting this, but he got it!",Black
3119,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement or Malcolm X",7534,39914,"Just a reminder; Never forget that the black panthers group was only formed to protect Black people from the kkk, who used to kill Black people like animals. ?? However. the Black Panthers was dismantled by the US govt.. but the kkk still exists today. No, tell me this ain't about race. Better still, tell me why is this so? #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOfSelfIsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals #woke",Black
3123,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement or Malcolm X",122,1327,"A free-spirited mind thinks deeply. Thins mind thinks about being detached from the system since childbirth, thinks about the liberation of his people, thinks about survival in all possible cases. Most importantly, a free-spirited mind always survives, doesn't perish and even does well under any given condition. I hope y'all striving to be free yourselves from the system. #wakeup #wewillsurvive #organize ##joshuabeal #altonsterling #TerenceCrutcher #westandtogether #blacklivesmatter #unite4justice #november8 #elections2016 #black #melanin #blackisbeautiful #blacklivesmatter #blackgirlmagic #USA #blackandproud #democrat #republican #Africa nam erica n #unite4justice #vote #breakingnews",Black
3124,"Martin Luther King, Jr. , African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement or Malcolm X",49,1006,"Have seen good ones, but this is so far, in my opinion, the best #mannequinchallenge. Hands down!",Black
3127,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement or Malcolm X",1314,8744,"This holiday season, take some time to visit your loved ones, friends and family. we are all we have, me and you. This pie is worth a thousand likes. Mother is always mother.??? #melaninqueen #dope #beautiful #wakeup #wewillsurvive #organize #westandtogether #blacklivesmatter #unite4justice #black #melanin #blackisbeautiful #blacklivesmatter #blackgirlmagic #USA #blackandproud #democrat #republican #Africanamerican #unite4justice #breakingnews #goals #woke",Black
3130,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement or Malcolm X",0,0,"Her Royal Highness, the faithful woke Black woman, with a sense of purpose, with a determination to keep her man going till the very end. The never-falling natural pillar of her family. Thank you for your unconditional love. Tag a Queen who makes you feel all of the above. #melaninqueen #dope #beautiful #wakeup #wewillsurvive #organize #joshuabeal #altonsterling #TerenceCrutcher #westandtogether #blacklivesmatter #unite4justice #november8 #elections2016 #black #melanin #blackisbeautiful #blacklivesmatter #blackgirlmagic #USA #blackandproud #democrat #republican #Africanamerican #unite4justice #vote #breakingnews",Black
3138,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement or Malcolm X",486,5917,An anthem for the beautiful black women out there. plain and simple ... good old fashioned hip hop. Listen to the lyrics and flow with the tune. Praising our Melanin queens!,Black
3152,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement or Malcolm X",51,344,You don't have to be a man to fight for freedom. All you have to do is to be an intelligent human being. - Malcolm X ?? #melaninqueen #dope #beautiful #wakeup #wewillsurvive #organize #WillSims #joshuabeal #altonsterling #TerenceCrutcher #westandtogether #blacklivesmatter #unite4justice #november8 #elections2016 #black #melanin #blackisbeautiful #blacklivesmatter #blackgirlmagic #USA #blackandproud #democrat #republican #Africanamerican #unite4justice #vote #breakingnews,Black
3154,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement or Malcolm X",63,809,These little ones are always watching and learning. The love of a mother and the supernatural connection between our Melanin Queens and their kids cannot be overlooked. Team Melanin. Tag your Mum or Queen,Black
3159,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement or Malcolm X",978,6678,"Welcome to the future. I'm very proud of all our Black youth out there making a difference by getting knowledge. The future is bright and our liberation is certain, just stay woke to the system and don't get drowned in it's deceit. ""We cannot always build the future for our youth, but we can build our youth for the future"" - Franklin D. Roosevelt #melaninqueen #dope #beautiful #wakeup #wewillsurvive #organize #westandtogether #blacklivesmatter #unite4justice #black #melanin #blackisbeautiful #blacklivesmatter #blackgirlmagic #USA #blackandproud #democrat #republican #Africanamerican #unite4justice #breakingnews #goals #woke",Black
3161,"Martin Luther King; Jr., African-American culture, African-American Civil Rights Movement(1954-68); African-American history; Black Consciousness Movement or Malcolm X",2147,16418,"We have a lot of work to do as Black people in 2017. Let's not waste time on bs. As 2016 comes to an end. I'd kindly ask and plead with all to keep in mind, let's give credit; only where due. #melaninqueen #dope #beautiful #wakeup #wewillsurvive #organize #westandtogether #blacklivesmatter #unite4justice #black #melanin #blackisbeautiful #blacklivesmatter #blackgirlmagic #USA #blackandproud #democrat #republican #Africanamerican #unite4justice #breakingnews #goals #woke",Black
3163,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement or Malcolm X",83,711,"This is exactly what i have been trying to tell y'all. Your vote should be precious to y'all cus its your power to put another person in authority over you, your freedom, your daily life and your safety. To most people, it's about just going out to vote, if you did just that because you want to, well done, if you didn't, aka #BOYCOTT just like me, you also got your reasons. BUT, let those reasons be genuine! Let them be your reasons, not influenced upon or manipulated in any way. I'm proud of this mama not because she didn't vote #Hillary or #Trump, but simply because she did her research, decided for herself, in her interest and the interest of her kids, and voted consciously! I'm glad i choose not to be a part of this whole system. Im proud to be woke",Black
3169,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement or Malcolm X",50,442,"Imma stay here comfy and untouched, yet working hard and caring for my own and staring at all what's going on. Stay Black, stay strong #blacklivesmatter #unite4justice #november8 #elections2016 #black #melanin #blackisbeautiful #blacklivesmatter #blackgirlmagic #USA #blackandproud #democrat #republican #Africanamerican #unite4justice #vote #breakingnews #melaninqueen #dope #beautiful #wakeup #wewillsurvive #organize ##joshuabeal #altonsterling #TerenceCrutcher #westandtogether",Black
3170,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement or Malcolm X",1,5,"To all Black youth, to all young Black girls and ladies, to the Black gentlemen and to the Black boys, to all Black people, let's never underrate the power of our Queens, every single one of them, from new born babies to their mothers and young university graduates, we believe in you and your strength. Keep the Black girl Magic shinning everywhere. #PanAfricanism #BlackNationalism #BlackEmpowermen #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlackIsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOfSelflsANationality #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence",Black
3173,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement or Malcolm X",749,6981,"We give too many people the power to lower our positive Black vibrations. We shouldn't give in, rather stand true to our own frequency. #melaninqueen #dope #beautiful #wakeup #wewillsurvive #organize #WillSims #joshuabeal #altonsterling #TerenceCrutcher #westandtogether #blacklivesmatter #unite4justice #november8 #elections2016 #black #melanin #blackisbeautiful #blacklivesmatter #blackgirlmagic #USA #blackandproud #democrat #republican #Africanamerican #unite4justice #vote #breakingnews",Black
3192,"Martin Luther King, Jr., 2nd Amendment, African-American culture, African-American Civil Rights Movement (1954--68), Gun Owners of America, African-American history, Malcolm X, Black (Color) or Guns & Ammo",175,1488,"It's all about self preservation and protection people. Exercise those rights, they are there for you!",Black
3193,"Martin Luther King, Jr., 2nd Amendment, African-American culture, African-American Civil Rights Movement (1954--68), Gun Owners of America, African-American history, Malcolm X, Black (Color) or Guns & Ammo",207,1584,10.5 300 BLK,Black
3195,"Martin Luther King, Jr., 2nd Amendment, African-American culture, African-American Civil Rights Movement (1954--68), Gun Owners of America, African-American history, Malcolm X, Black (Color) or Guns & Ammo",68,512,G36c guns with standard hybrid carry handle from a G36.,Black
3198,Black Enterprise Interest expansion: On,97,1880,Supporting and developing blk-owned Businesses is the key to raising our community! Black4Black,Black
3199,"Martin Luther King, Jr., BLACK BUSINESS GLOBAL, Black Business Works, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Business Builders Club or Malcolm X",4,1193,"It's important that we support black business because it strengthens the black community and helps to create jobs. It's also empowering to show your solidarity in coming together to uplift your community, - Dana Hill, a founder and CEO of COCOTIQUE Check out",Black
3200,Black Economic Empowerment Interest expansion: On,0,0,Black community dedicated to black-owned businesses Black4Black,Black
3201,Black Economic Empowerment Interest expansion: On,0,0,Black community dedicated to black-owned businesses,Black
3204,Black Economic Empowerment Interest expansion: On,135,1615,Supporting and developing blk-owned Businesses is the key to raising our community!,Black
3219,"Martin Luther King, Jr., BLACK BUSINESS GLOBAL, Black Business Works, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Business Builders Club or Malcolm X",849,9062,The only #Christmas present my mom ask for and that was for my brother to come home ??,Black
3220,"Martin Luther King, Jr. , BLACK BUSINESS GLOBAL, Black Business Works, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Business Builders Club or Malcolm X",6,939,thank you for uplifting Black Kings!,Black
3224,"Martin Luther King, Jr. , BLACK BUSINESS GLOBAL, Black Business Works, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Business Builders Club or Malcolm X",3,1036,Amazing orgeous!,Black
3227,"Martin Luther King, Jr. , BLACK BUSINESS GLOBAL, Black Business Works, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Business Builders Club or Malcolm X",24,2151,"Education is the passport to the future, for tomorrow belongs to those who prepare for it today, - Malcolm X",Black
3228,"Martin Luther King, Jr. , BLACK BUSINESS GLOBAL, Black Business Works, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Business Builders Club or Malcolm X",7,1738,So proud of my sisters and brothers! #BlackDoctorsMatter,Black
3230,"Martin Luther King, Jr. , BLACK BUSINESS GLOBAL, Black Business Works, African-American culture, African-American Civil Rights Movement (1954-68), African-American history, Black Business Builders Club or Malcolm X",11,738,"Pay attention to these useful apps that will help you run your business. For business owners Use it Useful Apps For Entrepreneurs 2017-01-182017-01-18 0 Comment for small business owners, useful apps Pay attention to these useful apps that will help you run your business. In an age when business is conducted on the go, and outside the office, it is essentia ... Useful Apps For Entrepreneurs - Black4Black black4black. info",Black
3233,"Pan-Africanism, Kemetism or Black Girls Rock!",0,0,"If u love to be woke and u wanna improve ur knowledge of self, join our community! We post love everything hotep! Nefertiti's Community",Black
3234,"Pan-Africanism, Kemetism or Black Girls Rock!",51,778,"If u love to be woke and u wanna improve ur knowledge of self, join our community! We post love everything hotep!",Black
3236,"Pan-Africanism, Kemetism or Black Girls Rock!",0,0,We are an online community of woke people. Our goal is to empower you with inspiration!,Black
